OID_;Name;Northing;Easting;Elevation;Waypoint;soil_moist;Average_so;F5cm;F10cm;F15cm;Soil_class;O_horizon;Kpa5;Kpa10;Kpa15;Note;Prob;Classified
253;1004a;6760041,207740000449121;467277,931900000025053;291,712570000000028;1004a;19,399999999999999;27,500000000000000;9,000000000000000;17,000000000000000;21,000000000000000;3,000000000000000;18,000000000000000;758,778264744000012;800,855502966000017;963,153421825000009; ;2;1
254;1005a;6760038,128499999642372;467280,423279999988154;291,807320000000004;1005a;24,399999999999999;21,500000000000000;13,000000000000000;19,000000000000000;26,000000000000000;3,000000000000000;12,000000000000000;538,681941733000031;721,130209491999949;786,290305119999971; ;2;1
255;1006a;6760035,044339999556541;467282,896260000008624;291,670889999999986;1006a;22,100000000000001;16,500000000000000;15,000000000000000;18,000000000000000;21,000000000000000;3,000000000000000;11,000000000000000;472,653044829999999;758,778264744000012;963,153421825000009; ;2;1
256;1007a;6760027,061049999669194;467288,701430000015534;292,197900000000004;1007a;25,899999999999999;21,500000000000000;12,000000000000000;16,000000000000000;18,000000000000000;3,000000000000000;17,000000000000000;579,950002296999969;848,192395967000039;1116,434789639999963; ;3;1
257;1100;6773751,448689999990165;602433,448040000046603;97,924019999999999;1100;39,000000000000000;100,000000000000000;27,000000000000000;48,000000000000000;58,000000000000000;1,000000000000000;100,000000000000000;70,475724999999997;77,926901999999998;94,113943000000006; ;94;2
258;1101;6773756,104860000312328;602435,843269999953918;93,726410000000001;1101;72,299999999999997;90,000000000000000;23,000000000000000;40,000000000000000;51,000000000000000;3,000000000000000;100,000000000000000;80,842579999999998;91,339022000000000;105,540090000000006; ;93;2
259;1102;6773758,724129999987781;602438,346009999979287;93,518029999999996;1102;100,000000000000000;60,000000000000000;42,000000000000000;65,000000000000000;84,000000000000000;3,000000000000000;100,000000000000000;49,186646000000003;60,387976000000002;68,346817000000001; ;86;2
260;1103;6773766,142799999564886;602443,487700000056066;99,003889999999998;1105;53,700000000000003;65,000000000000000;27,000000000000000;48,000000000000000;63,000000000000000;4,000000000000000;14,000000000000000;70,475724999999997;77,926901999999998;87,506988000000007;block och rotter;31;1
261;1104;6773765,980820000171661;602448,733639999991283;98,513940000000005;1103;13,300000000000001;10,000000000000000;30,000000000000000;60,000000000000000;60,000000000000000;4,000000000000000;10,000000000000000;64,514781999999997;64,514781999999997;91,339022000000000;block;23;1
262;1105;6773760,664440000429749;602442,012430000002496;97,543850000000006;1104;7,400000000000000;20,000000000000000;18,000000000000000;25,000000000000000;31,000000000000000;4,000000000000000;5,000000000000000;100,280434999999997;139,622653000000014;166,619952000000012;BlOck;72;2
263;1106;6773768,334329999983311;602451,392519999993965;95,477279999999993;1106;13,800000000000001;5,000000000000000;38,000000000000000;41,000000000000000;41,000000000000000;4,000000000000000;4,000000000000000;53,220365999999999;89,376272999999998;128,631257000000005;block;7;1
264;1107;6773746,723749999888241;602428,189129999955185;96,393649999999994;1107;51,500000000000000;70,000000000000000;58,000000000000000;84,000000000000000;98,000000000000000;1,000000000000000;100,000000000000000;38,615516999999997;49,186646000000003;60,135314999999999; ;88;2
265;1108;6773741,918159999884665;602426,325270000030287;96,284360000000007;1108;74,200000000000003;90,000000000000000;28,000000000000000;38,000000000000000;48,000000000000000;2,000000000000000;100,000000000000000;68,346817000000001;95,574427999999997;111,457200999999998; ;94;2
266;1109;6773739,497630000114441;602424,365280000027269;96,849239999999995;1109;100,000000000000000;100,000000000000000;25,000000000000000;42,000000000000000;57,000000000000000;2,000000000000000;100,000000000000000;75,244478000000001;87,506988000000007;95,574427999999997; ;93;2
267;1110;6773732,714630000293255;602421,390219999942929;99,790760000000006;1110;0,000000000000000;100,000000000000000;25,000000000000000;38,000000000000000;51,000000000000000;2,000000000000000;100,000000000000000;75,244478000000001;95,574427999999997;105,540090000000006; ;93;2
268;1111;6773731,865260000340641;602417,069630000041798;101,579409999999996;1111;44,700000000000003;100,000000000000000;26,000000000000000;42,000000000000000;55,000000000000000;2,000000000000000;100,000000000000000;72,768394999999998;87,506988000000007;98,654723000000004; ;94;2
269;1112;6773729,535529999993742;602415,648679999983869;93,720309999999998;1112;84,400000000000006;80,000000000000000;28,000000000000000;40,000000000000000;50,000000000000000;2,000000000000000;100,000000000000000;68,346817000000001;91,339022000000000;107,433565000000002; ;89;2
270;1113;6773728,270979999564588;602412,731419999967329;98,806229999999999;1113;100,000000000000000;95,000000000000000;29,000000000000000;44,000000000000000;54,000000000000000;2,000000000000000;100,000000000000000;66,364729999999994;84,023319999999998;100,280434999999997; ;87;2
271;1114;6773721,198400000110269;602409,004100000020117;96,233170000000001;1114;65,000000000000000;70,000000000000000;31,000000000000000;44,000000000000000;62,000000000000000;2,000000000000000;100,000000000000000;62,784185999999998;84,023319999999998;88,743127999999999; ;90;2
272;1115;6773724,443989999592304;602388,899570000008680;94,806160000000006;1115;40,000000000000000;90,000000000000000;30,000000000000000;63,000000000000000;88,000000000000000;3,000000000000000;100,000000000000000;64,514781999999997;61,960093000000001;65,734065999999999;grans mellan fuktighetsklass 2 och 3;92;2
273;1116;6773710,824420000426471;602373,026509999996051;95,976510000000005;1116;42,000000000000000;100,000000000000000;20,000000000000000;40,000000000000000;57,000000000000000;3,000000000000000;100,000000000000000;91,339022000000000;91,339022000000000;95,574427999999997; ;96;2
274;1117;6773692,754909999668598;602362,165640000021085;96,549480000000003;1117;20,000000000000000;90,000000000000000;28,000000000000000;48,000000000000000;61,000000000000000;3,000000000000000;7,000000000000000;68,346817000000001;77,926901999999998;90,019796999999997; ;85;2
275;1118;6773679,199540000408888;602350,780720000038855;95,202809999999999;1118;16,000000000000000;50,000000000000000;24,000000000000000;31,000000000000000;37,000000000000000;3,000000000000000;5,000000000000000;77,926901999999998;114,702068999999995;141,362603000000007;blockigt;33;1
276;1119;6773664,868540000170469;602335,796760000055656;98,812629999999999;1119;20,000000000000000;7,000000000000000;2,000000000000000;2,000000000000000;2,000000000000000;4,000000000000000;7,000000000000000;815,593484999999987;1620,320666000000074;2425,047846999999820;blockigt;4;1
277;1120;6773726,043720000423491;602464,721340000047348;98,286820000000006;1120;90,000000000000000;80,000000000000000;33,000000000000000;59,000000000000000;62,000000000000000;1,000000000000000;100,000000000000000;59,637647999999999;65,424079000000006;88,743127999999999; ;95;2
278;1121;6773720,572870000265539;602463,862199999974109;94,438540000000003;1121;51,000000000000000;70,000000000000000;23,000000000000000;42,000000000000000;71,000000000000000;2,000000000000000;100,000000000000000;80,842579999999998;87,506988000000007;78,871418000000006; ;88;2
279;1122;6773715,451519999653101;602457,156289999955334;95,176169999999999;1122;15,000000000000000;50,000000000000000;28,000000000000000;50,000000000000000;53,000000000000000;2,000000000000000;50,000000000000000;68,346817000000001;75,244478000000001;101,967494000000002; ;71;2
280;1123;6773716,543359999544919;602456,359689999953844;100,786919999999995;1123;12,000000000000000;40,000000000000000;34,000000000000000;40,000000000000000;40,000000000000000;2,000000000000000;40,000000000000000;58,203197000000003;91,339022000000000;131,575380999999993;blockigt;78;2
281;1124;6773709,758860000409186;602453,555790000013076;97,272490000000005;1124;30,000000000000000;45,000000000000000;35,000000000000000;43,000000000000000;48,000000000000000;2,000000000000000;50,000000000000000;56,850714000000004;85,724646000000007;111,457200999999998;blockigt;76;2
282;1125;6773703,604290000163019;602451,923620000015944;101,316429999999997;1125;65,000000000000000;90,000000000000000;22,000000000000000;34,000000000000000;45,000000000000000;2,000000000000000;100,000000000000000;84,023319999999998;105,540090000000006;118,163261000000006; ;89;2
283;1126;6773705,126290000043809;602444,658090000040829;96,527670000000001;1126;60,000000000000000;100,000000000000000;30,000000000000000;63,000000000000000;91,000000000000000;2,000000000000000;90,000000000000000;64,514781999999997;61,960093000000001;63,925238999999998;bottenlost;95;2
284;1127;6773705,489040000364184;602439,401019999990240;97,548199999999994;1127;100,000000000000000;100,000000000000000;33,000000000000000;53,000000000000000;83,000000000000000;2,000000000000000;100,000000000000000;59,637647999999999;71,600431000000000;69,039353000000006; ;93;2
285;1128;6773696,963899999856949;602421,420180000015534;94,603449999999995;1128;60,000000000000000;100,000000000000000;40,000000000000000;69,000000000000000;92,000000000000000;2,000000000000000;100,000000000000000;51,102663000000000;57,517155000000002;63,348511000000002; ;87;2
286;1129;6773686,204669999890029;602404,636290000053123;93,777959999999993;1129;20,000000000000000;100,000000000000000;29,000000000000000;53,000000000000000;82,000000000000000;2,000000000000000;100,000000000000000;66,364729999999994;71,600431000000000;69,748779999999996; ;86;2
287;1130;6773674,152660000137985;602384,939069999963976;95,011619999999994;1130;30,000000000000000;100,000000000000000;24,000000000000000;33,000000000000000;65,000000000000000;3,000000000000000;100,000000000000000;77,926901999999998;108,408991999999998;85,148813000000004; ;84;2
288;1131;6773660,523169999942183;602371,164179999963380;94,018720000000002;1131;18,000000000000000;60,000000000000000;24,000000000000000;29,000000000000000;32,000000000000000;4,000000000000000;20,000000000000000;77,926901999999998;121,863156000000004;161,752649999999988;blockigt;28;1
289;1132;6773725,412200000137091;602468,362149999942631;98,206940000000003;1132;90,000000000000000;100,000000000000000;33,000000000000000;44,000000000000000;58,000000000000000;1,000000000000000;100,000000000000000;59,637647999999999;84,023319999999998;94,113943000000006; ;93;2
290;1133;6773729,972810000181198;602470,436250000027940;97,667010000000005;1133;60,000000000000000;100,000000000000000;23,000000000000000;80,000000000000000;84,000000000000000;2,000000000000000;100,000000000000000;80,842579999999998;51,102663000000000;68,346817000000001;jattehopp/halighet;95;2
291;1134;6773734,171070000156760;602470,951059999992140;95,480029999999999;1134;45,000000000000000;60,000000000000000;10,000000000000000;35,000000000000000;47,000000000000000;2,000000000000000;100,000000000000000;171,811739999999986;102,835123999999993;113,597432999999995; ;89;2
292;1135;6773738,721459999680519;602472,932219999958761;96,353629999999995;1135;65,000000000000000;70,000000000000000;15,000000000000000;38,000000000000000;54,000000000000000;2,000000000000000;100,000000000000000;118,163261000000006;95,574427999999997;100,280434999999997; ;88;2
293;1136;6773741,363889999687672;602475,929000000003725;97,353459999999998;1136;28,000000000000000;90,000000000000000;29,000000000000000;68,000000000000000;80,000000000000000;2,000000000000000;100,000000000000000;66,364729999999994;58,203197000000003;71,220842000000005;halighet;91;2
294;1137;6773744,510219999589026;602478,881769999978133;99,192710000000005;1137;17,000000000000000;50,000000000000000;63,000000000000000;73,000000000000000;74,000000000000000;3,000000000000000;30,000000000000000;36,413198000000001;54,960943999999998;76,114453999999995;blockigt;50;1
295;1138;6773751,771309999749064;602481,518090000026859;101,233099999999993;1138;15,000000000000000;34,000000000000000;41,000000000000000;42,000000000000000;11,000000000000000;4,000000000000000;40,000000000000000;50,121288000000000;87,506988000000007;449,808402000000001;blockigt;30;1
296;1139;6773755,217190000228584;602486,811719999997877;95,685559999999995;1139;16,000000000000000;23,000000000000000;24,000000000000000;24,000000000000000;7,000000000000000;4,000000000000000;20,000000000000000;77,926901999999998;144,987501000000009;700,632459000000040;blockigt;37;1
297;1006a;6779198,056490000337362;475287,039110000012442;224,998619999999988;1006a;33,799999999999997;22,000000000000000;7,000000000000000;11,000000000000000;13,000000000000000;3,000000000000000;0,000000000000000;963,153421825000009;1213,977478239999982;1529,115395280000030; ;50;1
298;1007a;6779201,861969999969006;475281,589250000019092;225,137180000000001;1007a;13,600000000000000;9,000000000000000;4,000000000000000;9,000000000000000;13,000000000000000;3,000000000000000;0,000000000000000;1652,919576980000102;1474,091314530000091;1529,115395280000030; ;17;1
299;1008a;6779202,846060000360012;475272,044969999988098;233,263319999999993;1008a;13,699999999999999;11,500000000000000;5,000000000000000;8,000000000000000;10,000000000000000;3,000000000000000;0,000000000000000;1331,028704569999945;1652,919576980000102;1974,810449379999909; ;6;1
300;1001a;6779058,001050000078976;475277,048529999970924;229,793980000000005;1001a;94,000000000000000;50,500000000000000;21,000000000000000;28,000000000000000;35,000000000000000;3,000000000000000;0,000000000000000;350,027950581000027;503,309318392000023;595,278139077999981; ;80;2
301;1002a;6779050,343820000067353;475280,927580000017770;220,308290000000000;1002a;53,000000000000000;38,500000000000000;14,000000000000000;20,000000000000000;23,000000000000000;3,000000000000000;0,000000000000000;503,309318392000023;687,246959765000042;883,180534272000045; ;66;2
302;1003a;6779046,212489999830723;475278,284380000026431;226,795170000000013;1003a;49,799999999999997;37,500000000000000;14,000000000000000;22,000000000000000;25,000000000000000;3,000000000000000;0,000000000000000;503,309318392000023;628,721346601000050;816,003308726000000; ;66;2
303;1004a;6779046,387249999679625;475274,250289999996312;220,826439999999991;1004a;48,399999999999999;34,000000000000000;13,000000000000000;22,000000000000000;26,000000000000000;3,000000000000000;0,000000000000000;538,681941733000031;628,721346601000050;786,290305119999971; ;74;2
304;1005a;6779044,758620000444353;475274,531859999988228;223,289690000000007;1005a;25,800000000000001;33,000000000000000;12,000000000000000;26,000000000000000;29,000000000000000;3,000000000000000;0,000000000000000;579,950002296999969;538,681941733000031;709,446330276000026; ;77;2
305;1006a;6779041,900919999927282;475268,483079999976326;222,972600000000000;1006a;33,600000000000001;33,500000000000000;8,000000000000000;12,000000000000000;15,000000000000000;3,000000000000000;0,000000000000000;848,192395967000039;1116,434789639999963;1331,028704569999945; ;37;2
306;1007a;6779042,967910000123084;475264,358149999985471;218,470480000000009;1007a;29,100000000000001;30,500000000000000;8,000000000000000;13,000000000000000;16,000000000000000;3,000000000000000;0,000000000000000;848,192395967000039;1033,898668510000107;1250,555986470000107; ;74;2
307;1008a;6779036,463240000419319;475255,735719999996945;220,038219999999995;1008a;37,600000000000001;31,000000000000000;8,000000000000000;14,000000000000000;17,000000000000000;3,000000000000000;0,000000000000000;848,192395967000039;963,153421825000009;1179,550646969999889; ;55;1
308;1009a;6779034,358789999969304;475246,082980000006501;225,918740000000014;1009a;22,199999999999999;13,500000000000000;8,000000000000000;12,000000000000000;15,000000000000000;3,000000000000000;0,000000000000000;848,192395967000039;1116,434789639999963;1331,028704569999945; ;46;1
309;1001;6779227,669280000030994;477011,922689999977592;207,472829999999988;1001;84,000000000000000;10,000000000000000;2,000000000000000;12,000000000000000;18,000000000000000;4,000000000000000;80,000000000000000;3262,373938990000170;1116,434789639999963;1116,434789639999963;block med torv onan sig;65;2
310;1002;6779231,319720000028610;477017,706400000024587;215,206250000000011;1002;28,399999999999999;12,000000000000000;8,000000000000000;11,000000000000000;12,000000000000000;4,000000000000000;4,000000000000000;848,192395967000039;1213,977478239999982;1652,919576980000102;mkt block;55;2
311;1003;6779229,247550000436604;477018,368320000008680;212,068129999999996;1003;27,000000000000000;25,500000000000000;18,000000000000000;23,000000000000000;27,000000000000000;4,000000000000000;4,000000000000000;401,121739850999973;603,275427833999970;758,778264744000012; ;63;2
312;1004;6779231,869559999555349;477024,031139999977313;213,817319999999995;1004;19,800000000000001;18,000000000000000;7,000000000000000;10,000000000000000;13,000000000000000;3,000000000000000;4,000000000000000;963,153421825000009;1331,028704569999945;1529,115395280000030; ;43;1
313;1005;6779231,995620000176132;477026,435799999977462;209,353900000000010;1005;15,199999999999999;15,000000000000000;12,000000000000000;17,000000000000000;19,000000000000000;3,000000000000000;4,000000000000000;579,950002296999969;800,855502966000017;1059,962706759999946; ;30;1
314;1006;6779233,068029999732971;477030,215000000025611;213,797989999999999;1006;21,699999999999999;19,000000000000000;7,000000000000000;13,000000000000000;15,000000000000000;3,000000000000000;6,000000000000000;963,153421825000009;1033,898668510000107;1331,028704569999945; ;13;1
315;1007;6779233,090560000389814;477033,961019999987911;207,456320000000005;1007;30,199999999999999;19,000000000000000;10,000000000000000;15,000000000000000;18,000000000000000;3,000000000000000;8,000000000000000;687,246959765000042;901,840874700999962;1116,434789639999963; ;10;1
316;1008;6779232,874280000105500;477044,574789999984205;211,773439999999994;1008;22,300000000000001;28,500000000000000;7,000000000000000;12,000000000000000;15,000000000000000;2,000000000000000;6,000000000000000;963,153421825000009;1116,434789639999963;1331,028704569999945; ;3;1
317;1001a;6779229,511199999600649;477009,188940000021830;212,366669999999999;1001a;50,799999999999997;10,000000000000000;11,000000000000000;16,000000000000000;20,000000000000000;4,000000000000000;10,000000000000000;628,721346601000050;848,192395967000039;1009,137832170000024;blockigt;38;1
318;1002a;6779224,822030000388622;477006,303290000010747;210,524229999999989;1002a;17,100000000000001;14,500000000000000;8,000000000000000;9,000000000000000;10,000000000000000;3,000000000000000;7,000000000000000;848,192395967000039;1474,091314530000091;1974,810449379999909;blockigt;44;1
319;1003a;6779222,069930000230670;476997,983959999983199;216,030130000000014;1003a;19,800000000000001;11,000000000000000;7,000000000000000;9,000000000000000;10,000000000000000;3,000000000000000;7,000000000000000;963,153421825000009;1474,091314530000091;1974,810449379999909; ;25;1
320;1004a;6779225,202209999784827;476998,138480000023264;207,262840000000011;1004a;15,400000000000000;13,000000000000000;11,000000000000000;14,000000000000000;15,000000000000000;3,000000000000000;8,000000000000000;628,721346601000050;963,153421825000009;1331,028704569999945; ;30;1
321;1005a;6779224,312090000137687;476994,520090000005439;206,411619999999999;1005a;20,000000000000000;24,000000000000000;10,000000000000000;14,000000000000000;16,000000000000000;3,000000000000000;18,000000000000000;687,246959765000042;963,153421825000009;1250,555986470000107; ;30;1
322;1006a;6779222,172279999591410;476987,722520000010263;211,575199999999995;1006a;16,199999999999999;18,500000000000000;10,000000000000000;14,000000000000000;17,000000000000000;3,000000000000000;10,000000000000000;687,246959765000042;963,153421825000009;1179,550646969999889; ;5;1
323;1007a;6779218,626170000061393;476989,562649999978021;216,948910000000012;1007a;22,300000000000001;9,500000000000000;12,000000000000000;13,000000000000000;14,000000000000000;3,000000000000000;8,000000000000000;579,950002296999969;1033,898668510000107;1422,997525259999975;mkt block;16;1
324;1001;6779311,906369999982417;476947,097810000006575;207,971480000000014;1001;89,500000000000000;13,500000000000000;7,000000000000000;16,000000000000000;26,000000000000000;4,000000000000000;13,500000000000000;963,153421825000009;848,192395967000039;786,290305119999971; ;83;2
325;1002;6779313,840459999628365;476950,756649999995716;210,831889999999987;1002;22,199999999999999;26,000000000000000;8,000000000000000;17,000000000000000;22,000000000000000;3,000000000000000;18,000000000000000;848,192395967000039;800,855502966000017;921,349412422000000; ;56;2
326;1003;6779316,238010000437498;476954,228839999996126;210,928320000000014;1003;56,700000000000003;22,500000000000000;13,000000000000000;21,000000000000000;23,000000000000000;3,000000000000000;20,000000000000000;538,681941733000031;656,590686203000018;883,180534272000045; ;50;1
327;1004;6779319,195919999852777;476958,702830000023823;211,184280000000001;1004;35,000000000000000;31,000000000000000;16,000000000000000;22,000000000000000;23,000000000000000;3,000000000000000;24,000000000000000;445,828805462999981;628,721346601000050;883,180534272000045; ;72;2
328;1005;6779318,957039999775589;476960,975760000001173;216,006660000000011;1005;22,199999999999999;25,500000000000000;10,000000000000000;14,000000000000000;20,000000000000000;3,000000000000000;20,000000000000000;687,246959765000042;963,153421825000009;1009,137832170000024; ;78;2
329;1006;6779322,824950000271201;476964,640669999993406;210,868580000000009;1006;28,399999999999999;18,000000000000000;13,000000000000000;14,000000000000000;15,000000000000000;3,000000000000000;16,000000000000000;538,681941733000031;963,153421825000009;1331,028704569999945; ;58;2
330;1007;6779325,931809999980032;476964,652850000013132;212,255249999999990;1007;42,700000000000003;20,500000000000000;15,000000000000000;20,000000000000000;21,000000000000000;3,000000000000000;20,000000000000000;472,653044829999999;687,246959765000042;963,153421825000009;mitt i gammalt! korspar;66;2
331;1008;6779328,695869999937713;476969,183179999992717;211,237879999999990;1008;47,899999999999999;29,000000000000000;16,000000000000000;20,000000000000000;22,000000000000000;3,000000000000000;29,000000000000000;445,828805462999981;687,246959765000042;921,349412422000000;liten svacka med djupare torv;94;2
332;1009;6779331,988509999588132;476973,358669999986887;216,318260000000009;1009;34,200000000000003;22,500000000000000;15,000000000000000;24,000000000000000;26,000000000000000;3,000000000000000;22,000000000000000;472,653044829999999;579,950002296999969;786,290305119999971; ;90;2
333;1010;6779333,462050000205636;476984,076419999997597;228,858290000000011;1010;17,500000000000000;34,500000000000000;20,000000000000000;29,000000000000000;32,000000000000000;3,000000000000000;20,000000000000000;365,356087361999982;487,452625169999976;647,010600715000010; ;69;2
334;1011;6779344,745579999871552;476996,240089999977499;218,124329999999986;1011;27,199999999999999;17,000000000000000;10,000000000000000;13,000000000000000;15,000000000000000;3,000000000000000;14,000000000000000;687,246959765000042;1033,898668510000107;1331,028704569999945; ;31;1
335;1001a;6779311,259119999594986;476946,485370000009425;210,499709999999993;1001a;95,799999999999997;17,800000000000001;14,000000000000000;17,000000000000000;19,000000000000000;4,000000000000000;18,000000000000000;503,309318392000023;800,855502966000017;1059,962706759999946; ;83;2
336;1002a;6779305,999269999563694;476938,932529999990948;220,769929999999988;1002a;100,000000000000000;17,500000000000000;14,000000000000000;15,000000000000000;16,000000000000000;4,000000000000000;17,500000000000000;503,309318392000023;901,840874700999962;1250,555986470000107; ;81;2
337;1003a;6779289,893609999679029;476932,408240000018850;238,752440000000007;1003a;100,000000000000000;9,000000000000000;12,000000000000000;15,000000000000000;16,000000000000000;4,000000000000000;9,000000000000000;579,950002296999969;901,840874700999962;1250,555986470000107; ;9;1
338;1004a;6779302,495020000264049;476934,714849999989383;212,611639999999994;1004a;60,000000000000000;14,000000000000000;12,000000000000000;16,000000000000000;18,000000000000000;4,000000000000000;19,000000000000000;579,950002296999969;848,192395967000039;1116,434789639999963; ;24;1
339;1005a;6779301,158870000392199;476934,540039999992587;216,720439999999996;1005a;37,600000000000001;23,500000000000000;12,000000000000000;16,000000000000000;19,000000000000000;3,000000000000000;23,500000000000000;579,950002296999969;848,192395967000039;1059,962706759999946;nra stor formultnad stubbe;21;1
340;1006a;6779293,930320000275970;476929,782810000004247;209,091190000000012;1006a;26,300000000000001;12,500000000000000;15,000000000000000;18,000000000000000;20,000000000000000;3,000000000000000;12,500000000000000;472,653044829999999;758,778264744000012;1009,137832170000024; ;28;1
341;1007a;6779293,493409999646246;476927,447140000003856;216,977319999999992;1007a;40,700000000000003;13,000000000000000;13,000000000000000;15,000000000000000;16,000000000000000;3,000000000000000;16,000000000000000;538,681941733000031;901,840874700999962;1250,555986470000107; ;16;1
342;1008a;6779294,166430000215769;476918,621479999972507;214,362590000000012;1008a;29,199999999999999;20,000000000000000;11,000000000000000;13,000000000000000;15,000000000000000;3,000000000000000;17,000000000000000;628,721346601000050;1033,898668510000107;1331,028704569999945; ;17;1
343;1001;6779449,672720000147820;476920,694469999987632;246,638329999999996;1001;100,000000000000000;12,000000000000000;15,000000000000000;22,000000000000000;23,000000000000000;4,000000000000000;12,000000000000000;472,653044829999999;628,721346601000050;883,180534272000045;mkt block. flyttade block med donken;85;2
344;1002;6779448,729360000230372;476926,592899999988731;250,680070000000001;1002;57,799999999999997;20,500000000000000;10,000000000000000;16,000000000000000;20,000000000000000;3,000000000000000;20,500000000000000;687,246959765000042;848,192395967000039;1009,137832170000024; ;84;2
345;1003;6779450,529740000143647;476929,197489999991376;253,028999999999996;1003;62,500000000000000;23,000000000000000;13,000000000000000;17,000000000000000;22,000000000000000;3,000000000000000;23,000000000000000;538,681941733000031;800,855502966000017;921,349412422000000; ;84;2
346;1004;6779451,435490000061691;476932,481069999979809;247,335769999999997;1004;18,699999999999999;28,500000000000000;15,000000000000000;25,000000000000000;27,000000000000000;3,000000000000000;28,500000000000000;472,653044829999999;558,490610803999971;758,778264744000012;lokal hojd ca2x2m;81;2
347;1005;6779452,550830000080168;476934,449650000024121;253,007579999999990;1005;48,399999999999999;13,500000000000000;10,000000000000000;12,000000000000000;13,000000000000000;3,000000000000000;13,500000000000000;687,246959765000042;1116,434789639999963;1529,115395280000030; ;78;2
348;1006;6779454,188129999674857;476940,038349999987986;250,034249999999986;1006;22,300000000000001;16,500000000000000;9,000000000000000;16,000000000000000;19,000000000000000;3,000000000000000;16,500000000000000;758,778264744000012;848,192395967000039;1059,962706759999946; ;73;2
349;1007;6779456,120350000448525;476944,042910000018310;248,374230000000011;1007;19,500000000000000;7,000000000000000;7,000000000000000;9,000000000000000;11,000000000000000;3,000000000000000;7,000000000000000;963,153421825000009;1474,091314530000091;1799,233609890000025;mkt block;79;2
350;1008;6779457,157610000111163;476948,894559999986086;250,031450000000007;1008;22,600000000000001;16,000000000000000;8,000000000000000;13,000000000000000;14,000000000000000;3,000000000000000;16,000000000000000;848,192395967000039;1033,898668510000107;1422,997525259999975; ;78;2
351;1009;6779459,482880000025034;476951,086430000024848;249,418740000000014;1009;42,399999999999999;19,000000000000000;16,000000000000000;17,000000000000000;18,000000000000000;3,000000000000000;19,000000000000000;445,828805462999981;800,855502966000017;1116,434789639999963; ;80;2
352;1010;6779465,654640000313520;476957,645650000020396;249,873629999999991;1010;18,100000000000001;10,500000000000000;9,000000000000000;11,000000000000000;13,000000000000000;3,000000000000000;10,500000000000000;758,778264744000012;1213,977478239999982;1529,115395280000030; ;74;2
353;1011;6779471,346459999680519;476966,690920000022743;248,256769999999989;1011;32,399999999999999;19,000000000000000;9,000000000000000;15,000000000000000;17,000000000000000;3,000000000000000;19,000000000000000;758,778264744000012;901,840874700999962;1179,550646969999889; ;66;2
354;1001a;6779452,155159999616444;476926,381850000005215;252,065629999999999;1001a;97,299999999999997;20,000000000000000;18,000000000000000;19,000000000000000;20,000000000000000;4,000000000000000;20,000000000000000;401,121739850999973;721,130209491999949;1009,137832170000024; ;85;2
355;1002a;6779451,334830000065267;476917,186120000027586;245,404320000000013;1002a;29,800000000000001;21,000000000000000;10,000000000000000;14,000000000000000;15,000000000000000;3,000000000000000;21,000000000000000;687,246959765000042;963,153421825000009;1331,028704569999945; ;82;2
356;1003a;6779447,101189999841154;476911,789159999985714;249,332500000000010;1003a;84,099999999999994;15,500000000000000;13,000000000000000;15,000000000000000;17,000000000000000;3,000000000000000;15,500000000000000;538,681941733000031;901,840874700999962;1179,550646969999889; ;94;2
357;1004a;6779447,479949999600649;476907,622529999993276;255,159789999999987;1004a;27,500000000000000;14,500000000000000;12,000000000000000;14,000000000000000;15,000000000000000;3,000000000000000;14,500000000000000;579,950002296999969;963,153421825000009;1331,028704569999945; ;95;2
358;1005a;6779445,235689999535680;476904,251779999991413;250,625339999999994;1005a;27,300000000000001;17,000000000000000;8,000000000000000;15,000000000000000;18,000000000000000;3,000000000000000;17,000000000000000;848,192395967000039;901,840874700999962;1116,434789639999963; ;90;2
359;1006a;6779446,449090000241995;476899,659410000022035;250,684769999999986;1006a;28,399999999999999;15,000000000000000;4,000000000000000;11,000000000000000;14,000000000000000;3,000000000000000;15,000000000000000;1652,919576980000102;1213,977478239999982;1422,997525259999975; ;85;2
360;1007a;6779447,942350000143051;476888,690300000016578;249,018470000000008;1007a;13,300000000000001;18,500000000000000;15,000000000000000;18,000000000000000;21,000000000000000;3,000000000000000;18,500000000000000;472,653044829999999;758,778264744000012;963,153421825000009; ;60;2
361;1008a;6779450,375380000099540;476881,093159999989439;256,555659999999989;1008a;18,500000000000000;22,500000000000000;11,000000000000000;13,000000000000000;13,000000000000000;3,000000000000000;22,500000000000000;628,721346601000050;1033,898668510000107;1529,115395280000030;block;55;2
362;1001a;6779200,719610000029206;475313,248019999999087;224,899849999999986;1001a;99,099999999999994;38,000000000000000;9,000000000000000;20,000000000000000;30,000000000000000;3,000000000000000;2,000000000000000;758,778264744000012;687,246959765000042;687,246959765000042; ;91;2
363;1002a;6779202,137760000303388;475306,532850000017788;223,519980000000004;1002a;22,399999999999999;33,500000000000000;10,000000000000000;14,000000000000000;17,000000000000000;3,000000000000000;21,000000000000000;687,246959765000042;963,153421825000009;1179,550646969999889; ;91;2
364;1003a;6779201,088370000012219;475302,519090000016149;224,797130000000010;1003a;34,500000000000000;32,500000000000000;8,000000000000000;15,000000000000000;21,000000000000000;3,000000000000000;16,000000000000000;848,192395967000039;901,840874700999962;963,153421825000009; ;85;2
